JURISDICTION,YEAR,POPULATION,MURDER,RAPE,ROBBERY,AGG. ASSAULT,B & E,LARCENY THEFT,M/V THEFT,GRAND TOTAL,PERCENT CHANGE,VIOLENT CRIME TOTAL,VIOLENT CRIME PERCENT,VIOLENT CRIME PERCENT CHANGE,PROPERTY CRIME TOTALS,PROPERTY CRIME PERCENT,PROPERTY CRIME PERCENT CHANGE,"OVERALL CRIME RATE PER 100,000 PEOPLE","OVERALL PERCENT CHANGE PER 100,000 PEOPLE","VIOLENT CRIME RATE PER 100,000 PEOPLE","VIOLENT CRIME RATE PERCENT CHANGE PER 100,000 PEOPLE","PROPERTY CRIME RATE PER 100,000 PEOPLE","PROPERTY CRIME RATE PERCENT CHANGE PER 100,000 PEOPLE","MURDER PER 100,000 PEOPLE","RAPE PER 100,000 PEOPLE","ROBBERY PER 100,000 PEOPLE","AGG. ASSAULT PER 100,000 PEOPLE","B & E PER 100,000 PEOPLE","LARCENY THEFT PER 100,000 PEOPLE","M/V THEFT PER 100,000 PEOPLE","MURDER  RATE PERCENT CHANGE PER 100,000 PEOPLE","RAPE RATE PERCENT CHANGE PER 100,000 PEOPLE","ROBBERY RATE PERCENT CHANGE PER 100,000 PEOPLE","AGG. ASSAULT  RATE PERCENT CHANGE PER 100,000 PEOPLE","B & E RATE PERCENT CHANGE PER 100,000 PEOPLE","LARCENY THEFT  RATE PERCENT CHANGE PER 100,000 PEOPLE","M/V THEFT  RATE PERCENT CHANGE PER 100,000 PEOPLE"
Talbot County,01/01/1993 12:00:00 AM,31533,1,9,26,146,252,678,30,1142,-1.2,182,15.9,29.1,960,84.1,-5.4,3621.6,-1.8,577.2,28.3,3044.4,-6,3.2,28.5,82.5,463,799.2,2150.1,95.1,-50.3,-18.6,17.5,37,-14.5,-1.2,-25.4
Talbot County,01/01/1994 12:00:00 AM,31790,1,16,15,122,285,734,54,1227,7.4,154,12.6,-15.4,1073,87.4,11.8,3859.7,6.6,484.4,-16.1,3375.3,10.9,3.1,50.3,47.2,383.8,896.5,2308.9,169.9,-0.8,76.3,-42.8,-17.1,12.2,7.4,78.5
Talbot County,01/01/1995 12:00:00 AM,32243,1,13,17,159,218,810,52,1270,3.5,190,15,23.4,1080,85,0.7,3938.8,2.1,589.3,21.6,3349.6,-0.8,3.1,40.3,52.7,493.1,676.1,2512.2,161.3,-1.4,-19.9,11.7,28.5,-24.6,8.8,-5.1
Talbot County,01/01/1996 12:00:00 AM,32432,4,8,35,85,200,829,58,1219,-4,132,10.8,-30.5,1087,89.2,0.6,3758.6,-4.6,407,-30.9,3351.6,0.1,12.3,24.7,107.9,262.1,616.7,2556.1,178.8,297.7,-38.8,104.7,-46.9,-8.8,1.7,10.9
Talbot County,01/01/1997 12:00:00 AM,32571,6,11,29,93,228,778,61,1206,-1.1,139,11.5,5.3,1067,88.5,-1.8,3702.7,-1.5,426.8,4.9,3275.9,-2.3,18.4,33.8,89,285.5,700,2388.6,187.3,49.4,36.9,-17.5,8.9,13.5,-6.6,4.7
Talbot County,01/01/1998 12:00:00 AM,33320,1,6,22,120,273,806,36,1264,4.8,149,11.8,7.2,1115,88.2,4.5,3793.5,2.5,447.2,4.8,3346.3,2.1,3,18,66,360.1,819.3,2419,108,-83.7,-46.7,-25.8,26.1,17,1.3,-42.3
Talbot County,01/01/1999 12:00:00 AM,33302,1,9,27,77,212,776,43,1145,-9.4,114,10,-23.5,1031,90,-7.5,3438.2,-9.4,342.3,-23.4,3095.9,-7.5,3,27,81.1,231.2,636.6,2330.2,129.1,0.1,50.1,22.8,-35.8,-22.3,-3.7,19.5
Talbot County,01/01/2000 12:00:00 AM,33812,3,6,14,66,223,704,36,1052,-8.1,89,8.5,-21.9,963,91.5,-6.6,3111.3,-9.5,263.2,-23.1,2848.1,-8,8.9,17.7,41.4,195.2,659.5,2082.1,106.5,195.5,-34.3,-48.9,-15.6,3.6,-10.6,-17.5
Talbot County,01/01/2001 12:00:00 AM,34314,0,8,19,44,155,691,28,945,-10.2,71,7.5,-20.2,874,92.5,-9.2,2754,-11.5,206.9,-21.4,2547.1,-10.6,0,23.3,55.4,128.2,451.7,2013.8,81.6,-100,31.4,33.7,-34.3,-31.5,-3.3,-23.4
Talbot County,01/01/2002 12:00:00 AM,34844,1,8,13,65,153,642,15,897,-5.1,87,9.7,22.5,810,90.3,-7.3,2574.3,-6.5,249.7,20.7,2324.6,-8.7,2.9,23,37.3,186.5,439.1,1842.5,43,287,-1.5,-32.6,45.5,-2.8,-8.5,-47.2
Talbot County,01/01/2003 12:00:00 AM,34582,2,10,10,123,174,629,27,975,8.7,145,14.9,66.7,830,85.1,2.5,2819.4,9.5,419.3,67.9,2400.1,3.2,5.8,28.9,28.9,355.7,503.2,1818.9,78.1,101.5,25.9,-22.5,90.7,14.6,-1.3,81.4
Talbot County,01/01/2004 12:00:00 AM,34979,1,9,30,99,173,669,36,1017,4.3,139,13.7,-4.1,878,86.3,5.8,2907.5,3.1,397.4,-5.2,2510.1,4.6,2.9,25.7,85.8,283,494.6,1912.6,102.9,-50.6,-11,196.6,-20.4,-1.7,5.2,31.8
Talbot County,01/01/2005 12:00:00 AM,35284,3,10,27,83,169,683,26,1001,-1.6,123,12.3,-11.5,878,87.7,0,2837,-2.4,348.6,-12.3,2488.4,-0.9,8.5,28.3,76.5,235.2,479,1935.7,73.7,197.4,10.2,-10.8,-16.9,-3.2,1.2,-28.4
Talbot County,01/01/2006 12:00:00 AM,35781,0,9,31,76,186,717,35,1054,5.3,116,11,-5.7,938,89,6.8,2945.7,3.8,324.2,-7,2621.5,5.3,0,25.2,86.6,212.4,519.8,2003.9,97.8,-100,-11.3,13.2,-9.7,8.5,3.5,32.7
Talbot County,01/01/2007 12:00:00 AM,36063,0,7,29,76,174,755,37,1078,2.3,112,10.4,-3.4,966,89.6,3,2989.2,1.5,310.6,-4.2,2678.6,2.2,0,19.4,80.4,210.7,482.5,2093.6,102.6,0,-22.8,-7.2,-0.8,-7.2,4.5,4.9
Talbot County,01/01/2008 12:00:00 AM,36232,2,13,34,109,211,798,46,1213,12.5,158,13,41.1,1055,87,9.2,3347.9,12,436.1,40.4,2911.8,8.7,5.5,35.9,93.8,300.8,582.4,2202.5,127,552,84.8,16.7,42.8,20.7,5.2,23.7
Talbot County,01/01/2009 12:00:00 AM,36662,1,5,23,57,229,728,19,1062,-12.4,86,8.1,-45.6,976,91.9,-7.5,2896.7,-13.5,234.6,-46.2,2662.2,-8.6,2.7,13.6,62.7,155.5,624.6,1985.7,51.8,-50.6,-62,-33.1,-48.3,7.3,-9.8,-59.2
Talbot County,01/01/2010 12:00:00 AM,36717,2,7,18,54,175,680,22,958,-9.8,81,8.5,-5.8,877,91.5,-10.1,2609.1,-9.9,220.6,-6,2388.5,-10.3,5.4,19.1,49,147.1,476.6,1852,59.9,99.7,39.8,-21.9,-5.4,-23.7,-6.7,15.6
Talbot County,01/01/2011 12:00:00 AM,38140,0,6,23,56,227,664,31,1007,5.1,85,8.4,4.9,922,91.6,5.1,2640.3,1.2,222.9,1,2417.4,1.2,0,15.7,60.3,146.8,595.2,1741,81.3,-100,-17.5,23,-0.2,24.9,-6,35.7
Talbot County,01/01/2012 12:00:00 AM,38392,0,13,18,58,242,610,18,959,-4.8,89,9.3,4.7,870,90.7,-5.6,2497.9,-5.4,231.8,4,2266.1,-6.3,0,33.9,46.9,151.1,630.3,1588.9,46.9,0,115.2,-22.3,2.9,5.9,-8.7,-42.3
Talbot County,01/01/2013 12:00:00 AM,38253,1,9,15,48,194,459,11,737,-23.1,73,9.9,-18,664,90.1,-23.7,1926.6,-22.9,190.8,-17.7,1735.8,-23.4,2.6,23.5,39.2,125.5,507.1,1199.9,28.8,261.4,-30.5,-16.4,-16.9,-19.5,-24.5,-38.7
Talbot County,01/01/2014 12:00:00 AM,38020,0,7,16,78,161,617,21,900,22.1,101,11.2,38.4,799,88.8,20.3,2367.2,22.9,265.6,39.2,2101.5,21.1,0,18.4,42.1,205.2,423.5,1622.8,55.2,-100,-21.7,7.3,63.5,-16.5,35.2,92.1
Talbot County,01/01/2015 12:00:00 AM,37473,0,10,25,52,148,524,14,773,-14.1,87,11.3,-13.9,686,88.7,-14.1,2062.8,-12.9,232.2,-12.6,1830.7,-12.9,0,26.7,66.7,138.8,395,1398.3,37.4,0,44.9,58.5,-32.4,-6.7,-13.8,-32.4
Talbot County,01/01/2016 12:00:00 AM,37221,0,18,16,49,150,544,14,791,2.3,83,10.5,-4.6,708,89.5,3.2,2125.1,3,223,-4,1902.2,-12.9,0,48.4,43,131.6,403,1461.5,37.6,0,81.2,-35.6,-5.1,2,4.5,0.7
Washington County,01/01/1975 12:00:00 AM,105782,5,15,85,139,1037,2056,95,3432,,244,7.1,,3188,92.9,,3244.4,,230.7,,3013.7,,4.7,14.2,80.4,131.4,980.3,1943.6,89.8,,,,,,,
Washington County,01/01/1976 12:00:00 AM,108494,3,7,73,203,1109,2314,89,3798,10.7,286,7.5,17.2,3512,92.5,10.2,3500.7,7.9,263.6,14.3,3237,7.4,2.8,6.5,67.3,187.1,1022.2,2132.8,82,-41.5,-54.5,-16.3,42.4,4.3,9.7,-8.7
Washington County,01/01/1977 12:00:00 AM,111000,2,12,87,221,1025,2088,122,3557,-6.3,322,9.1,12.6,3235,90.9,-7.9,3204.5,-8.5,290.1,10,2914.4,-10,1.8,10.8,78.4,199.1,923.4,1881.1,109.9,-34.8,67.6,16.5,6.4,-9.7,-11.8,34
Washington County,01/01/1978 12:00:00 AM,109397,2,17,82,291,918,2027,127,3464,-2.6,392,11.3,21.7,3072,88.7,-5,3166.4,-1.2,358.3,23.5,2808.1,-3.6,1.8,15.5,75,266,839.1,1852.9,116.1,1.5,43.7,-4.4,33.6,-9.1,-1.5,5.6
Washington County,01/01/1979 12:00:00 AM,109767,7,22,70,348,889,2075,141,3552,2.5,447,12.6,14,3105,87.4,1.1,3235.9,2.2,407.2,13.6,2828.7,0.7,6.4,20,63.8,317,809.9,1890.4,128.5,248.8,29,-14.9,19.2,-3.5,2,10.6
Washington County,01/01/1980 12:00:00 AM,112764,2,9,78,223,1123,2321,154,3910,10.1,312,8,-30.2,3598,92,15.9,3467.4,7.2,276.7,-32.1,3190.7,12.8,1.8,8,69.2,197.8,995.9,2058.3,136.6,-72.2,-60.2,8.5,-37.6,23,8.9,6.3
Washington County,01/01/1981 12:00:00 AM,114614,4,17,52,225,1049,2396,133,3876,-0.9,298,7.7,-4.5,3578,92.3,-0.6,3381.8,-2.5,260,-6,3121.8,-2.2,3.5,14.8,45.4,196.3,915.2,2090.5,116,96.8,85.8,-34.4,-0.7,-8.1,1.6,-15
Washington County,01/01/1982 12:00:00 AM,114722,6,15,54,221,797,2161,113,3367,-13.1,296,8.8,-0.7,3071,91.2,-14.2,2934.9,-13.2,258,-0.8,2676.9,-14.3,5.2,13.1,47.1,192.6,694.7,1883.7,98.5,49.9,-11.8,3.7,-1.9,-24.1,-9.9,-15.1
Washington County,01/01/1983 12:00:00 AM,115768,3,10,66,189,779,2001,126,3174,-5.7,268,8.4,-9.5,2906,91.6,-5.4,2741.7,-6.6,231.5,-10.3,2510.2,-6.2,2.6,8.6,57,163.3,672.9,1728.5,108.8,-50.5,-33.9,21.1,-15.3,-3.1,-8.2,10.5
Washington County,01/01/1984 12:00:00 AM,113834,5,12,64,195,666,1738,119,2799,-11.8,276,9.9,3,2523,90.1,-13.2,2458.8,-10.3,242.5,4.7,2216.4,-11.7,4.4,10.5,56.2,171.3,585.1,1526.8,104.5,69.5,22,-1.4,4.9,-13.1,-11.7,-4
Washington County,01/01/1985 12:00:00 AM,113100,0,15,85,166,765,1728,155,2914,4.1,266,9.1,-3.6,2648,90.9,5,2576.5,4.8,235.2,-3,2341.3,5.6,0,13.3,75.2,146.8,676.4,1527.9,137,-100,25.8,33.7,-14.3,15.6,0.1,31.1
Washington County,01/01/1986 12:00:00 AM,114891,6,18,59,214,788,1788,167,3040,4.3,297,9.8,11.7,2743,90.2,3.6,2646,2.7,258.5,9.9,2387.5,2,5.2,15.7,51.4,186.3,685.9,1556.3,145.4,522.2,18.1,-31.7,26.9,1.4,1.9,6.1
Washington County,01/01/1987 12:00:00 AM,115933,1,18,111,220,850,1868,177,3245,6.7,350,10.8,17.8,2895,89.2,5.5,2799,5.8,301.9,16.8,2497.1,4.6,0.9,15.5,95.7,189.8,733.2,1611.3,152.7,-83.5,-0.9,86.4,1.9,6.9,3.5,5
Washington County,01/01/1988 12:00:00 AM,118591,4,18,54,187,689,1791,181,2924,-9.9,263,9,-24.9,2661,91,-8.1,2465.6,-11.9,221.8,-26.5,2243.8,-10.1,3.4,15.2,45.5,157.7,581,1510.2,152.6,291,-2.2,-52.4,-16.9,-20.8,-6.3,0
Washington County,01/01/1989 12:00:00 AM,119640,10,12,53,292,786,1737,188,3078,5.3,367,11.9,39.5,2711,88.1,1.9,2572.7,4.3,306.8,38.3,2266,1,8.4,10,44.3,244.1,657,1451.9,157.1,147.8,-33.9,-2.7,54.8,13.1,-3.9,3
Washington County,01/01/1990 12:00:00 AM,121393,3,20,62,262,657,2015,161,3180,3.3,347,10.9,-5.4,2833,89.1,4.5,2619.6,1.8,285.8,-6.8,2333.7,3,2.5,16.5,51.1,215.8,541.2,1659.9,132.6,-70.4,64.3,15.3,-11.6,-17.6,14.3,-15.6
Washington County,01/01/1991 12:00:00 AM,123385,2,35,58,264,766,2296,184,3605,13.4,359,10,3.5,3246,90,14.6,2921.7,11.5,291,1.8,2630.8,12.7,1.6,28.4,47,214,620.8,1860.8,149.1,-34.4,72.2,-8,-0.9,14.7,12.1,12.4
Washington County,01/01/1992 12:00:00 AM,124602,2,30,71,289,686,1956,164,3198,-11.3,392,12.3,9.2,2806,87.7,-13.6,2566.6,-12.2,314.6,8.1,2252,-14.4,1.6,24.1,57,231.9,550.6,1569.8,131.6,-1,-15.1,21.2,8.4,-11.3,-15.6,-11.7
Washington County,01/01/1993 12:00:00 AM,126701,5,27,70,265,755,1948,180,3250,1.6,367,11.3,-6.4,2883,88.7,2.7,2565.1,-0.1,289.7,-7.9,2275.4,1,3.9,21.3,55.2,209.2,595.9,1537.5,142.1,145.9,-11.5,-3,-9.8,8.2,-2.1,7.9
Washington County,01/01/1994 12:00:00 AM,127743,9,24,75,282,562,1984,152,3088,-5,390,12.6,6.3,2698,87.4,-6.4,2417.4,-5.8,305.3,5.4,2112.1,-7.2,7,18.8,58.7,220.8,439.9,1553.1,119,78.5,-11.8,6.3,5.5,-26.2,1,-16.2
Washington County,01/01/1995 12:00:00 AM,127509,5,28,66,398,635,2172,200,3504,13.5,497,14.2,27.4,3007,85.8,11.5,2748,13.7,389.8,27.7,2358.3,11.7,3.9,22,51.8,312.1,498,1703.4,156.9,-44.3,16.9,-11.8,41.4,13.2,9.7,31.8
Washington County,01/01/1996 12:00:00 AM,128265,1,23,88,318,698,2251,222,3601,2.8,430,11.9,-13.5,3171,88.1,5.5,2807.5,2.2,335.2,-14,2472.2,4.8,0.8,17.9,68.6,247.9,544.2,1755,173.1,-80.1,-18.3,32.5,-20.6,9.3,3,10.3
Washington County,01/01/1997 12:00:00 AM,128820,6,31,119,366,709,2048,319,3598,-0.1,522,14.5,21.4,3076,85.5,-3,2793,-0.5,405.2,20.9,2387.8,-3.4,4.7,24.1,92.4,284.1,550.4,1589.8,247.6,497.4,34.2,34.6,14.6,1.1,-9.4,43.1
Washington County,01/01/1998 12:00:00 AM,129186,3,26,117,356,660,1947,256,3365,-6.5,502,14.9,-3.8,2863,85.1,-6.9,2604.8,-6.7,388.6,-4.1,2216.2,-7.2,2.3,20.1,90.6,275.6,510.9,1507.1,198.2,-50.1,-16.4,-2,-3,-7.2,-5.2,-20
Washington County,01/01/1999 12:00:00 AM,128265,4,22,107,280,667,1960,258,3298,-2,413,12.5,-17.7,2885,87.5,0.8,2571.2,-1.3,322,-17.1,2249.2,1.5,3.1,17.2,83.4,218.3,520,1528.1,201.1,34.3,-14.8,-7.9,-20.8,1.8,1.4,1.5
Washington County,01/01/2000 12:00:00 AM,131923,6,21,68,344,670,2184,307,3600,9.2,439,12.2,6.3,3161,87.8,9.6,2728.9,6.1,332.8,3.3,2396.1,6.5,4.5,15.9,51.5,260.8,507.9,1655.5,232.7,45.8,-7.2,-38.2,19.5,-2.3,8.3,15.7
Washington County,01/01/2001 12:00:00 AM,133882,3,28,89,399,714,2156,268,3657,1.6,519,14.2,18.2,3138,85.8,-0.7,2731.5,0.1,387.7,16.5,2343.9,-2.2,2.2,20.9,66.5,298,533.3,1610.4,200.2,-50.7,31.4,29,14.3,5,-2.7,-14
Washington County,01/01/2002 12:00:00 AM,135950,6,29,111,327,759,2115,253,3600,-1.6,473,13.1,-8.9,3127,86.9,-0.4,2648,-3.1,347.9,-10.2,2300.1,-1.9,4.4,21.3,81.6,240.5,558.3,1555.7,186.1,97,2,22.8,-19.3,4.7,-3.4,-7
Washington County,01/01/2003 12:00:00 AM,135495,1,23,107,360,683,2091,273,3538,-1.7,491,13.9,3.8,3047,86.1,-2.6,2611.2,-1.4,362.4,4.2,2248.8,-2.2,0.7,17,79,265.7,504.1,1543.2,201.5,-83.3,-20.4,-3.3,10.5,-9.7,-0.8,8.3
Washington County,01/01/2004 12:00:00 AM,138016,5,17,88,426,699,2138,270,3643,3,536,14.7,9.2,3107,85.3,2,2639.5,1.1,388.4,7.2,2251.2,0.1,3.6,12.3,63.8,308.7,506.5,1549.1,195.6,390.9,-27.4,-19.3,16.2,0.5,0.4,-2.9
Washington County,01/01/2005 12:00:00 AM,140687,4,18,111,388,702,2306,261,3790,4,521,13.7,-2.8,3269,86.3,5.2,2693.9,2.1,370.3,-4.6,2323.6,3.2,2.8,12.8,78.9,275.8,499,1639.1,185.5,-21.5,3.9,23.7,-10.6,-1.5,5.8,-5.2
Washington County,01/01/2006 12:00:00 AM,142284,4,28,158,378,786,2367,300,4021,6.1,568,14.1,9,3453,85.9,5.6,2826,4.9,399.2,7.8,2426.8,4.4,2.8,19.7,111,265.7,552.4,1663.6,210.8,-1.1,53.8,40.7,-3.7,10.7,1.5,13.7
Washington County,01/01/2007 12:00:00 AM,144219,7,38,137,324,679,2338,240,3763,-6.4,506,13.4,-10.9,3257,86.6,-5.7,2609.2,-7.7,350.9,-12.1,2258.4,-6.9,4.9,26.3,95,224.7,470.8,1621.1,166.4,72.7,33.9,-14.5,-15.4,-14.8,-2.6,-21.1
Washington County,01/01/2008 12:00:00 AM,145781,3,15,116,308,701,2234,246,3623,-3.7,442,12.2,-12.6,3181,87.8,-2.3,2485.2,-4.8,303.2,-13.6,2182,-3.4,2.1,10.3,79.6,211.3,480.9,1532.4,168.7,-57.6,-60.9,-16.2,-6,2.1,-5.5,1.4
Washington County,01/01/2009 12:00:00 AM,147664,2,25,96,272,625,2057,182,3259,-10,395,12.1,-10.6,2864,87.9,-10,2207,-11.2,267.5,-11.8,1939.5,-11.1,1.4,16.9,65,184.2,423.3,1393,123.3,-34.2,64.5,-18.3,-12.8,-12,-9.1,-27
Washington County,01/01/2010 12:00:00 AM,148210,0,25,115,306,692,2145,191,3474,6.6,446,12.8,12.9,3028,87.2,5.7,2344,6.2,300.9,12.5,2043,5.3,0,16.9,77.6,206.5,466.9,1447.3,128.9,-100,-0.4,19.4,12.1,10.3,3.9,4.6
Washington County,01/01/2011 12:00:00 AM,148828,2,9,97,342,862,2213,153,3678,5.9,450,12.2,0.9,3228,87.8,6.6,2471.3,5.4,302.4,0.5,2168.9,6.2,1.3,6,65.2,229.8,579.2,1487,102.8,134.4,-64.1,-16,11.3,24,2.7,-20.2
Washington County,01/01/2012 12:00:00 AM,149634,3,21,104,259,809,2038,214,3448,-6.3,387,11.2,-14,3061,88.8,-5.2,2304.3,-6.8,258.6,-14.5,2045.7,-5.7,2,14,69.5,173.1,540.7,1362,143,49.2,132.1,6.6,-24.7,-6.7,-8.4,39.1
Washington County,01/01/2013 12:00:00 AM,149938,6,18,121,243,785,2153,166,3492,1.3,388,11.1,0.3,3104,88.9,1.4,2329,1.1,258.8,0.1,2070.2,1.2,4,12,80.7,162.1,523.5,1435.9,110.7,99.6,-14.5,16.1,-6.4,-3.2,5.4,-22.6
Washington County,01/01/2014 12:00:00 AM,150339,6,24,153,296,809,2195,231,3714,6.4,479,12.9,23.5,3235,87.1,4.2,2470.4,6.1,318.6,23.1,2151.8,3.9,4,16,101.8,196.9,538.1,1460,153.7,-0.3,33,26.1,21.5,2.8,1.7,38.8
Washington County,01/01/2015 12:00:00 AM,149573,9,30,121,293,809,1974,175,3411,-8.2,453,13.3,-5.4,2958,86.7,-8.6,2280.5,-7.7,302.9,-4.9,1977.6,-8.1,6,20.1,80.9,195.9,540.9,1319.8,117,50.8,25.6,-20.5,-0.5,0.5,-9.6,-23.9
Washington County,01/01/2016 12:00:00 AM,149090,3,27,147,273,834,2121,227,3632,6.5,450,12.4,-0.7,3182,87.6,7.6,2436.1,6.8,301.8,-0.3,2134.3,-8.1,2,18.1,98.6,183.1,559.4,1422.6,152.3,-66.6,-9.7,21.9,-6.5,3.4,7.8,30.1
Wicomico County,01/01/1976 12:00:00 AM,59758,7,12,56,143,809,1554,104,2685,32.7,218,8.1,42.5,2467,91.9,31.9,4493.1,27.2,364.8,36.5,4128.3,26.4,11.7,20.1,93.7,239.3,1353.8,2600.5,174,67.7,4.5,24.8,44.2,42.8,22.3,-8.6
Wicomico County,01/01/1977 12:00:00 AM,60281,10,12,39,102,777,1828,129,2897,7.9,163,5.6,-25.2,2734,94.4,10.8,4805.8,7,270.4,-25.9,4535.4,9.9,16.6,19.9,64.7,169.2,1289,3032.5,214,41.6,-0.9,-31,-29.3,-4.8,16.6,23
Wicomico County,01/01/1978 12:00:00 AM,60743,4,15,34,136,939,1759,139,3026,4.5,189,6.2,16,2837,93.8,3.8,4981.6,3.7,311.1,15.1,4670.5,3,6.6,24.7,56,223.9,1545.9,2895.8,228.8,-60.3,24,-13.5,32.3,19.9,-4.5,6.9
Wicomico County,01/01/1979 12:00:00 AM,60692,4,19,42,145,1037,1982,127,3356,10.9,210,6.3,11.1,3146,93.7,10.9,5529.6,11,346,11.2,5183.5,11,6.6,31.3,69.2,238.9,1708.6,3265.7,209.3,0.1,26.8,23.6,6.7,10.5,12.8,-8.6
Wicomico County,01/01/1980 12:00:00 AM,64974,13,15,64,156,1082,2356,156,3842,14.5,248,6.5,18.1,3594,93.5,14.2,5913.1,6.9,381.7,10.3,5531.4,6.7,20,23.1,98.5,240.1,1665.3,3626.1,240.1,203.6,-26.3,42.3,0.5,-2.5,11,14.7
Wicomico County,01/01/1981 12:00:00 AM,66040,7,18,54,186,1067,2195,131,3658,-4.8,265,7.2,6.9,3393,92.8,-5.6,5539.1,-6.3,401.3,5.1,5137.8,-7.1,10.6,27.3,81.8,281.6,1615.7,3323.7,198.4,-47,18.1,-17,17.3,-3,-8.3,-17.4
Wicomico County,01/01/1982 12:00:00 AM,66102,3,18,57,235,990,2156,131,3590,-1.9,313,8.7,18.1,3277,91.3,-3.4,5431,-2,473.5,18,4957.5,-3.5,4.5,27.2,86.2,355.5,1497.7,3261.6,198.2,-57.2,-0.1,5.5,26.2,-7.3,-1.9,-0.1
Wicomico County,01/01/1983 12:00:00 AM,66705,2,22,46,217,746,1809,106,2948,-17.9,287,9.7,-8.3,2661,90.3,-18.8,4419.5,-18.6,430.3,-9.1,3989.2,-19.5,3,33,69,325.3,1118.4,2711.9,158.9,-33.9,21.1,-20,-8.5,-25.3,-16.9,-19.8
Wicomico County,01/01/1984 12:00:00 AM,66574,4,16,44,187,800,1634,110,2795,-5.2,251,9,-12.5,2544,91,-4.4,4198.3,-5,377,-12.4,3821.3,-4.2,6,24,66.1,280.9,1201.7,2454.4,165.2,100.4,-27.1,-4.2,-13.7,7.4,-9.5,4
Wicomico County,01/01/1985 12:00:00 AM,66648,5,19,71,298,906,1818,133,3250,16.3,393,12.1,56.6,2857,87.9,12.3,4876.4,16.1,589.7,56.4,4286.7,12.2,7.5,28.5,106.5,447.1,1359.4,2727.8,199.6,24.9,18.6,61.2,59.2,13.1,11.1,20.8
Wicomico County,01/01/1986 12:00:00 AM,67740,10,29,89,435,972,2055,130,3720,14.5,563,15.1,43.3,3157,84.9,10.5,5491.6,12.6,831.1,40.9,4660.5,8.7,14.8,42.8,131.4,642.2,1434.9,3033.7,191.9,96.8,50.2,23.3,43.6,5.6,11.2,-3.8
Wicomico County,01/01/1987 12:00:00 AM,70413,3,39,108,416,1080,2321,140,4107,10.4,566,13.8,0.5,3541,86.2,12.2,5832.7,6.2,803.8,-3.3,5028.9,7.9,4.3,55.4,153.4,590.8,1533.8,3296.3,198.8,-71.1,29.4,16.7,-8,6.9,8.7,3.6
Wicomico County,01/01/1988 12:00:00 AM,72609,2,37,129,446,1079,2498,174,4365,6.3,614,14.1,8.5,3751,85.9,5.9,6011.7,3.1,845.6,5.2,5166,2.7,2.8,51,177.7,614.2,1486,3440.3,239.6,-35.3,-8,15.8,4,-3.1,4.4,20.5
Wicomico County,01/01/1989 12:00:00 AM,73125,9,42,109,550,896,2171,166,3943,-9.7,710,18,15.6,3233,82,-13.8,5392.1,-10.3,970.9,14.8,4421.2,-14.4,12.3,57.4,149.1,752.1,1225.3,2968.9,227,346.8,12.7,-16.1,22.4,-17.5,-13.7,-5.3
Wicomico County,01/01/1990 12:00:00 AM,74339,9,38,129,655,692,2536,155,4214,6.9,831,19.7,17,3383,80.3,4.6,5668.6,5.1,1117.9,15.1,4550.8,2.9,12.1,51.1,173.5,881.1,930.9,3411.4,208.5,-1.6,-11,16.4,17.1,-24,14.9,-8.2
Wicomico County,01/01/1991 12:00:00 AM,75558,5,34,124,468,1026,2781,171,4609,9.4,631,13.7,-24.1,3978,86.3,17.6,6099.9,7.6,835.1,-25.3,5264.8,15.7,6.6,45,164.1,619.4,1357.9,3680.6,226.3,-45.3,-12,-5.4,-29.7,45.9,7.9,8.5
Wicomico County,01/01/1992 12:00:00 AM,76303,8,65,187,503,1084,2998,216,5061,9.8,763,15.1,20.9,4298,84.9,8,6632.8,8.7,1000,19.7,5632.8,7,10.5,85.2,245.1,659.2,1420.7,3929.1,283.1,58.4,89.3,49.3,6.4,4.6,6.8,25.1
Wicomico County,01/01/1993 12:00:00 AM,77414,3,51,138,551,1088,2842,241,4914,-2.9,743,15.1,-2.6,4171,84.9,-3,6347.7,-4.3,959.8,-4,5387.9,-4.3,3.9,65.9,178.3,711.8,1405.4,3671.2,311.3,-63,-22.7,-27.3,8,-1.1,-6.6,10
Wicomico County,01/01/1994 12:00:00 AM,78049,2,42,196,588,1090,3156,231,5305,8,828,15.6,11.4,4477,84.4,7.3,6797,7.1,1060.9,10.5,5736.1,6.5,2.6,53.8,251.1,753.4,1396.6,4043.6,296,-33.9,-18.3,40.9,5.8,-0.6,10.1,-4.9
Wicomico County,01/01/1995 12:00:00 AM,79034,4,47,192,505,1156,3103,222,5229,-1.4,748,14.3,-9.7,4481,85.7,0.1,6616.1,-2.7,946.4,-10.8,5669.7,-1.2,5.1,59.5,242.9,639,1462.7,3926.2,280.9,97.5,10.5,-3.3,-15.2,4.7,-2.9,-5.1
Wicomico County,01/01/1996 12:00:00 AM,79503,3,36,156,538,1036,3341,248,5358,2.5,733,13.7,-2,4625,86.3,3.2,6739.4,1.9,922,-2.6,5817.4,2.6,3.8,45.3,196.2,676.7,1303.1,4202.4,311.9,-25.4,-23.9,-19.2,5.9,-10.9,7,11.1
