"Respondent","WorkToolsSelect","LanguageRecommendationSelect","EmployerIndustry","WorkAlgorithmsSelect"
6715,"Hadoop/Hive/Pig,Impala,Jupyter notebooks,Python,QlikView,R,Spark / MLlib,SQL,Tableau","Python","Financial",""
6716,"Java,Jupyter notebooks,MATLAB/Octave,Python,R,Unix shell / awk","","Academic","Bayesian Techniques,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Regression/Logistic Regression,SVMs"
6717,"Microsoft Azure Machine Learning,R","R","Pharmaceutical","Decision Trees,Regression/Logistic Regression"
6718,"Amazon Web services,Jupyter notebooks,Perl,Python,QlikView,R,SQL,Stan,Tableau,Other","Python","Mix of fields","Decision Trees,Regression/Logistic Regression"
6719,"","","",""
6720,"","","",""
6721,"","","",""
6722,"C/C++,Java,Jupyter notebooks,MATLAB/Octave,NoSQL,Orange,Python,R,SQL","Python","Government","Decision Trees,Random Forests,Regression/Logistic Regression,SVMs"
6723,"","C/C++/C#","Technology",""
6724,"","","Technology",""
6725,"","","Academic","CNNs,Neural Networks,RNNs"
6726,"Amazon Web services,Cloudera,Hadoop/Hive/Pig,Impala,Jupyter notebooks,Python,R,Spark / MLlib,SQL,TensorFlow,Unix shell / awk","Python","Other","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests"
6727,"Hadoop/Hive/Pig,Impala,Python,R,Spark / MLlib,SQL","R","Financial","Bayesian Techniques"
6728,"MATLAB/Octave","Python","Academic","Neural Networks"
6729,"Cloudera,DataRobot,Hadoop/Hive/Pig,Impala,MATLAB/Octave,Python,QlikView,R,Spark / MLlib,SQL","Python","Telecommunications","Neural Networks,Random Forests,Regression/Logistic Regression,SVMs"
6730,"","","Academic",""
6731,"","","",""
6732,"Python,R,TensorFlow","","Technology","Ensemble Methods,Neural Networks,RNNs"
6733,"R,Other","R","Technology","Decision Trees,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs"
6734,"Jupyter notebooks,Microsoft Excel Data Mining,Microsoft SQL Server Data Mining,Python,SAS Base,SQL","Python","Telecommunications","Bayesian Techniques,Decision Trees,Neural Networks,Regression/Logistic Regression"
6735,"R,SQL","Other","Financial","Other"
6736,"Microsoft Excel Data Mining,Python,R,SAS Base,SAS Enterprise Miner,SQL,Tableau","Python","Financial","Regression/Logistic Regression"
6737,"Amazon Web services,C/C++,Google Cloud Compute,Hadoop/Hive/Pig,Java,MATLAB/Octave,NoSQL,R,SQL,Unix shell / awk","R","Academic","Decision Trees,Random Forests,Regression/Logistic Regression"
6738,"Amazon Web services,Jupyter notebooks,Python,R,Spark / MLlib,TensorFlow,Unix shell / awk","","Academic","CNNs,Decision Trees,Ensemble Methods,Gradient Boosted Machines,HMMs,Neural Networks,Random Forests,Regression/Logistic Regression,RNNs"
6739,"","","Academic",""
6740,"Amazon Web services,Google Cloud Compute,Hadoop/Hive/Pig,Jupyter notebooks,Python,Spark / MLlib,TensorFlow,TIBCO Spotfire","Python","Other","Neural Networks"
6741,"Microsoft Excel Data Mining,Python,SQL,Unix shell / awk","Python","Other","Decision Trees,Gradient Boosted Machines"
6742,"Amazon Web services,Google Cloud Compute,Jupyter notebooks,Microsoft R Server (Formerly Revolution Analytics),Microsoft SQL Server Data Mining,NoSQL,Python,R,SAS Base,SQL,Tableau,TensorFlow,Unix shell / awk,Other","R","Mix of fields","CNNs,Decision Trees,Neural Networks,Random Forests,Regression/Logistic Regression,RNNs,SVMs"
6743,"Amazon Web services,Microsoft Azure Machine Learning,Microsoft Excel Data Mining,Python,SQL,TensorFlow","Python","Other","CNNs,Neural Networks,Regression/Logistic Regression"
6744,"","","",""
6745,"C/C++,Hadoop/Hive/Pig,Java,NoSQL,Python,Spark / MLlib,SQL,TensorFlow","Python","Technology","Decision Trees,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
6746,"C/C++,Python,R","Python","Technology","Decision Trees,Neural Networks,SVMs"
6747,"C/C++,Jupyter notebooks,Python,R,Statistica (Quest/Dell-formerly Statsoft)","C/C++/C#","Academic","Other"
6748,"C/C++,MATLAB/Octave,Python,TensorFlow,Unix shell / awk","","Technology",""
6749,"C/C++,Python,R,SQL","C/C++/C#","Pharmaceutical","Bayesian Techniques,CNNs,Decision Trees,HMMs,Markov Logic Networks,Random Forests,Regression/Logistic Regression"
6750,"Amazon Machine Learning,Amazon Web services,Hadoop/Hive/Pig,Java,Jupyter notebooks,Microsoft Azure Machine Learning,Microsoft Excel Data Mining,Microsoft R Server (Formerly Revolution Analytics),Microsoft SQL Server Data Mining,NoSQL,Oracle Data Mining/ Oracle R Enterprise,Python,R,SQL","R","Other","Bayesian Techniques,Decision Trees,Evolutionary Approaches,Regression/Logistic Regression"
6751,"Jupyter notebooks,MATLAB/Octave,Python,R,TensorFlow,Unix shell / awk","Python","Technology","CNNs,Regression/Logistic Regression"
6752,"Jupyter notebooks,NoSQL,Python,R,Other","Python","CRM/Marketing","Decision Trees,Random Forests"
6753,"Amazon Web services,C/C++,Google Cloud Compute,Java,Mathematica,MATLAB/Octave,NoSQL,Python,R,Spark / MLlib,SQL,Unix shell / awk","Python","Military/Security","Ensemble Methods,Evolutionary Approaches,HMMs,Random Forests"
6754,"","","Technology",""
6755,"NoSQL,Python,R,SQL","R","Academic","CNNs,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs"
6756,"Amazon Web services,Jupyter notebooks,NoSQL,Python,R,SQL","Python","Academic","SVMs"
6757,"Python","Python","Pharmaceutical","Other"
6758,"","","Academic",""
6759,"Python,R,Unix shell / awk","Python","Academic","Bayesian Techniques"
6760,"Jupyter notebooks,MATLAB/Octave,Minitab,Python,TensorFlow","Python","Academic","CNNs,Ensemble Methods,GANs,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression,RNNs,SVMs"
6761,"Jupyter notebooks,Microsoft Azure Machine Learning,Microsoft Excel Data Mining,Python,R,Spark / MLlib,Tableau","Python","Technology","Random Forests,Regression/Logistic Regression"
6762,"Hadoop/Hive/Pig,IBM SPSS Modeler,Python,R,SAS Base,SAS Enterprise Miner,SQL,Tableau","SQL","Other","Decision Trees,Regression/Logistic Regression,Other"
6763,"Jupyter notebooks,Microsoft Excel Data Mining,Python,R,SQL,Tableau","","CRM/Marketing",""
6764,"Jupyter notebooks,Microsoft Excel Data Mining,NoSQL,Perl,Python,R,TensorFlow","Python","Telecommunications",""
6765,"Microsoft SQL Server Data Mining,Python,TensorFlow","","Financial","Bayesian Techniques,CNNs,Decision Trees,Neural Networks"
6766,"Amazon Web services,Jupyter notebooks,Python,R,Spark / MLlib,TensorFlow","Python","Technology","CNNs,Ensemble Methods,RNNs"
6767,"Python,QlikView,SAS JMP,SQL","Python","Manufacturing",""
6768,"Amazon Machine Learning,Amazon Web services,Jupyter notebooks,NoSQL,Perl,Python,R,Spark / MLlib,SQL,Unix shell / awk","R","Other","Bayesian Techniques,Decision Trees,Ensemble Methods,Random Forests,Regression/Logistic Regression"
6769,"Amazon Machine Learning,Amazon Web services,Hadoop/Hive/Pig,Jupyter notebooks,NoSQL,Python,Spark / MLlib,TensorFlow","Python","Financial","Bayesian Techniques,Decision Trees,Ensemble Methods,Gradient Boosted Machines,Neural Networks,Random Forests"
6770,"","","",""
6771,"Jupyter notebooks,Python,R,SQL","R","Financial","Regression/Logistic Regression"
6772,"R","R","Academic","Regression/Logistic Regression"
6773,"","","",""
6774,"Jupyter notebooks,Python,R,Stan,Unix shell / awk","Python","Retail","Regression/Logistic Regression"
6775,"Jupyter notebooks,MATLAB/Octave,Microsoft Excel Data Mining,Python,R,SQL,Tableau,TensorFlow","Python","Technology","Regression/Logistic Regression"
6776,"Python,SQL","","Insurance","Decision Trees,Ensemble Methods,Random Forests,Regression/Logistic Regression,SVMs"
6777,"IBM SPSS Modeler,Microsoft Excel Data Mining,Python,R,SQL","Python","Government","Decision Trees,Random Forests,Regression/Logistic Regression"
6778,"Cloudera,Google Cloud Compute,Hadoop/Hive/Pig,IBM SPSS Modeler,IBM Watson / Waton Analytics,Jupyter notebooks,Microsoft Excel Data Mining,NoSQL,Orange,Python,QlikView,Spark / MLlib,SQL,Tableau,TensorFlow","Python","Technology","Regression/Logistic Regression"
6779,"Amazon Machine Learning,Amazon Web services,C/C++,Java,Microsoft Excel Data Mining,Oracle Data Mining/ Oracle R Enterprise,SQL","","Technology","Decision Trees"
6780,"R,SAS Base,SQL,Other","R","Academic","Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
6781,"C/C++,Jupyter notebooks,Python,TensorFlow","Python","Pharmaceutical","CNNs,SVMs"
6782,"Jupyter notebooks,MATLAB/Octave,Microsoft Azure Machine Learning,Microsoft Excel Data Mining,Microsoft R Server (Formerly Revolution Analytics),Microsoft SQL Server Data Mining,Python,R,Spark / MLlib,Tableau,TensorFlow","Python","Internet-based","Decision Trees"
6783,"Mathematica,MATLAB/Octave,R,Tableau","R","Non-profit","Decision Trees,Regression/Logistic Regression"
6784,"","","",""
6785,"","","Technology",""
6786,"","","",""
6787,"C/C++,Impala,Julia,Jupyter notebooks,Python,R,Spark / MLlib,SQL,Other","Julia","Other","Bayesian Techniques,Decision Trees,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression"
6788,"","","",""
6789,"C/C++,Python","Python","Technology","Other"
6790,"C/C++,Mathematica,MATLAB/Octave,Python","Python","Academic","Regression/Logistic Regression"
6791,"C/C++,Java,Mathematica,MATLAB/Octave,Unix shell / awk,Other","Matlab","Military/Security","Bayesian Techniques,CNNs,Evolutionary Approaches,SVMs,Other"
6792,"Amazon Web services,Hadoop/Hive/Pig,Java,Jupyter notebooks,NoSQL,Python,SQL,TensorFlow","Python","Academic","CNNs,Ensemble Methods,Random Forests,RNNs"
6793,"Amazon Web services,C/C++,Google Cloud Compute,Hadoop/Hive/Pig,Java,Jupyter notebooks,NoSQL,Python,R,Spark / MLlib,SQL,Tableau,TensorFlow,Unix shell / awk","Python","Pharmaceutical","CNNs,Gradient Boosted Machines"
6794,"Minitab,R,Tableau,Other","R","Manufacturing","Decision Trees,Neural Networks,Regression/Logistic Regression"
6795,"R,Tableau,Other","R","Academic","Regression/Logistic Regression"
6796,"Cloudera,NoSQL,Python,R,SQL,TensorFlow","R","Academic","CNNs,Random Forests,RNNs"
6797,"Java,MATLAB/Octave,Python","Python","Technology","Decision Trees"
6798,"Amazon Web services,Jupyter notebooks,MATLAB/Octave,Python,Spark / MLlib,SQL,TensorFlow","Python","Financial","Decision Trees,Ensemble Methods,Neural Networks,Random Forests,Regression/Logistic Regression"
6799,"Amazon Web services,Hadoop/Hive/Pig,Java,Jupyter notebooks,NoSQL,Python,SQL,TensorFlow,Other,Other","Python","Technology","Markov Logic Networks,Neural Networks,Regression/Logistic Regression"
6800,"IBM SPSS Statistics,Jupyter notebooks,Microsoft Excel Data Mining,NoSQL,Python,R,SAP BusinessObjects Predictive Analytics,SQL,TensorFlow","Python","Other","Decision Trees,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression"
6801,"Amazon Web services,Python,TensorFlow","Python","Technology","CNNs,Decision Trees"
6802,"","","",""
6803,"Hadoop/Hive/Pig,Java,Jupyter notebooks,Python,R,Spark / MLlib,TensorFlow,Unix shell / awk","","Technology","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests"
6804,"DataRobot,Hadoop/Hive/Pig,Python,R","Python","Internet-based","Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
6805,"Amazon Web services,Jupyter notebooks,NoSQL,Python,Spark / MLlib,SQL","Python","Military/Security","Bayesian Techniques,Decision Trees,Ensemble Methods,Random Forests,Regression/Logistic Regression,SVMs"
6806,"","","",""
6807,"Java,Oracle Data Mining/ Oracle R Enterprise,Python,SQL","","Pharmaceutical","Other"
6808,"C/C++,MATLAB/Octave,Python,TensorFlow","Python","Other",""
6809,"C/C++,Jupyter notebooks,Microsoft Excel Data Mining,Perl,Python,R,RapidMiner (free version),SQL,Tableau","Python","Academic","Decision Trees,Regression/Logistic Regression"
6810,"Python,TensorFlow","Python","Military/Security","CNNs,Evolutionary Approaches,Neural Networks,Random Forests"
6811,"Amazon Web services,Python,R","R","Pharmaceutical","Bayesian Techniques,Decision Trees,Random Forests,Regression/Logistic Regression"
6812,"C/C++,R,Unix shell / awk","R","Academic","Bayesian Techniques,HMMs,Random Forests,Regression/Logistic Regression"
6813,"","","Technology",""
6814,"","","Mix of fields",""
6815,"IBM SPSS Statistics","R","Other","Regression/Logistic Regression,Other"
6816,"","","",""
6817,"","","",""
6818,"MATLAB/Octave,Python,R,SQL","Python","Government","Neural Networks"
6819,"Java,Jupyter notebooks,NoSQL,Python,SQL,Other","Python","Manufacturing","Neural Networks,Regression/Logistic Regression"
6820,"IBM SPSS Modeler,IBM Watson / Waton Analytics,Python,QlikView,R,SQL,Tableau","Python","Financial","Bayesian Techniques,CNNs,Decision Trees,Neural Networks,Random Forests"
6821,"R,SQL,Tableau,Other","Python","Other","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests"
6822,"Hadoop/Hive/Pig,Java,Jupyter notebooks,Python,Spark / MLlib,Tableau,TensorFlow,TIBCO Spotfire","Python","CRM/Marketing","Evolutionary Approaches,Neural Networks,Regression/Logistic Regression"
6823,"","","",""
6824,"Java,MATLAB/Octave,Python,R,Spark / MLlib,SQL","Python","Mix of fields","Ensemble Methods,HMMs"
6825,"Python,R,Spark / MLlib,SQL,TensorFlow,Unix shell / awk,Other","Python","Internet-based","Bayesian Techniques,Regression/Logistic Regression"
6826,"R,SQL,Other,Other","Python","Other","Regression/Logistic Regression,Other"
6827,"Java,Jupyter notebooks,NoSQL,Python,SQL,Other","Python","Technology",""
6828,"Cloudera,Hadoop/Hive/Pig,IBM Cognos,IBM SPSS Modeler,Jupyter notebooks,Microsoft Excel Data Mining,Microsoft SQL Server Data Mining,NoSQL,Oracle Data Mining/ Oracle R Enterprise,Python,QlikView,R,SAS Enterprise Miner,SQL,Tableau,TensorFlow","Python","CRM/Marketing","Bayesian Techniques,Decision Trees,Ensemble Methods,Neural Networks,Random Forests,Regression/Logistic Regression,RNNs,SVMs"
6829,"Microsoft SQL Server Data Mining,R,SQL","","Government","Decision Trees,Random Forests"
6830,"Amazon Web services,SAP BusinessObjects Predictive Analytics","","Technology","Bayesian Techniques"
6831,"","","Academic",""
6832,"","","",""
6833,"Amazon Web services,C/C++,Java,Jupyter notebooks,NoSQL,Python,Spark / MLlib,SQL,Unix shell / awk,Other,Other,Other","Python","Other","Gradient Boosted Machines,Regression/Logistic Regression"
6834,"Python,R,Spark / MLlib,TensorFlow","","Non-profit","Ensemble Methods"
6835,"Amazon Web services,Google Cloud Compute,Jupyter notebooks,Python,SQL,TensorFlow","Python","Other","Bayesian Techniques,Decision Trees,Gradient Boosted Machines,Markov Logic Networks,Random Forests,Regression/Logistic Regression"
6836,"Amazon Web services,C/C++,Java,NoSQL,Python,R,Spark / MLlib,Unix shell / awk","Python","Academic",""
6837,"Jupyter notebooks,Microsoft Excel Data Mining,Python,R,SQL,Tableau,Unix shell / awk","","Retail","Decision Trees,Random Forests,Regression/Logistic Regression"
6838,"Jupyter notebooks,Microsoft SQL Server Data Mining,Python,R,Tableau,Unix shell / awk","Python","CRM/Marketing","Decision Trees,Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression"
6839,"Python,R,SQL,TensorFlow","Python","Other","Decision Trees,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs"
6840,"C/C++,Jupyter notebooks,NoSQL,Python,TensorFlow,Unix shell / awk","Python","Technology","CNNs,Neural Networks,RNNs"
6841,"Amazon Web services,Python,R,SQL","Python","Internet-based","Regression/Logistic Regression"
6842,"C/C++,Jupyter notebooks,MATLAB/Octave,Python,TensorFlow","Python","Technology","CNNs,Ensemble Methods,RNNs"
6843,"Java,Jupyter notebooks,Python,R,Spark / MLlib,SQL,Tableau,TensorFlow,Unix shell / awk","Python","Technology","Ensemble Methods,Gradient Boosted Machines,Random Forests,Regression/Logistic Regression,SVMs"
6844,"","","Technology",""
6845,"Minitab,Python,R,Tableau","Python","Financial","Decision Trees,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs"
6846,"IBM SPSS Statistics,Microsoft Excel Data Mining,R","R","Government","Evolutionary Approaches,Regression/Logistic Regression,SVMs"
6847,"Other,Other","Python","Technology","GANs,RNNs,SVMs"
6848,"C/C++,Java,Python,SQL","Python","Technology","Bayesian Techniques"
6849,"Google Cloud Compute,Python,Spark / MLlib,Other","Python","CRM/Marketing","Decision Trees,Random Forests,Regression/Logistic Regression"
6850,"Microsoft Excel Data Mining,Python,R,SQL,Tableau","R","Insurance","Ensemble Methods,Regression/Logistic Regression"
6851,"MATLAB/Octave,Python,TensorFlow","Python","Other","Bayesian Techniques,CNNs,Decision Trees,Ensemble Methods,Evolutionary Approaches,Gradient Boosted Machines,Neural Networks,Random Forests,Regression/Logistic Regression,SVMs"
6852,"Java,MATLAB/Octave,Python,R,SQL","Python","Technology",""
6853,"Amazon Web services,Jupyter notebooks,NoSQL,Python,R,SQL,TensorFlow","","Other","Bayesian Techniques,Decision Trees,Neural Networks,Random Forests,Regression/Logistic Regression"
6854,"","","Financial",""
6855,"Amazon Machine Learning,Amazon Web services,Python,R,Tableau,TensorFlow","R","Mix of fields","Bayesian Techniques,CNNs,Neural Networks,Random Forests"
6856,"Microsoft Excel Data Mining,Microsoft R Server (Formerly Revolution Analytics),Microsoft SQL Server Data Mining,R,SQL,Tableau","Python","Government","Regression/Logistic Regression"
6857,"Python,R","Python","Financial",""
6858,"MATLAB/Octave,Python","Python","Other","SVMs"
6859,"Python,R","Python","Other","Decision Trees,Regression/Logistic Regression"
6860,"Jupyter notebooks,Python,R,Spark / MLlib,SQL","Python","Technology","Decision Trees,Regression/Logistic Regression"
6861,"IBM SPSS Modeler,IBM SPSS Statistics,Jupyter notebooks,Minitab,Python,QlikView,R,Tableau","Python","Government","Neural Networks,Regression/Logistic Regression"
